project_id,project_type,location,initial_estimated_duration,initial_estimated_cost,square_footage,num_floors,soil_condition_score,complexity_score,actual_duration,actual_cost,weather_delays,avg_daily_workers,equipment_utilization_rate,safety_incidents,safety_score,defects_found,quality_score,delay_in_days,cost_overrun,cost_per_sqft,productivity_rate,cost_overrun_percentage,delay_percentage
643,Commercial,Site_642,172,8731167.34,99344,7,8.56,1.73,160,13095449.53,20,57,0.69,3,8.79,23,9.92,-12,4364282.19,131.82,10.89,49.99,-6.98
644,Residential,Site_643,234,9936700.9,72363,47,3.57,5.07,205,13265085.51,4,60,0.78,2,8.42,23,8.62,-29,3328384.6,183.31,5.88,33.5,-12.39
645,Industrial,Site_644,174,7648063.74,33762,7,7.57,7.65,231,7407228.27,10,106,0.76,1,9.09,25,9.52,57,-240835.48,219.4,1.38,-3.15,32.76
646,Residential,Site_645,167,1359576.11,9259,26,2.95,7.18,161,1646434.74,20,128,0.6,1,8.3,24,6.86,-6,286858.64,177.82,0.45,21.1,-3.59
647,Industrial,Site_646,546,3242513.16,51139,40,2.99,8.34,510,4060951.61,25,104,0.79,3,7.61,35,9.89,-36,818438.45,79.41,0.96,25.24,-6.59
648,Residential,Site_647,90,1536541.5,15849,5,1.07,8.9,118,1543496.51,8,79,0.83,0,7.64,6,6.57,28,6955.01,97.39,1.7,0.45,31.11
649,Infrastructure,Site_648,140,6679860.65,82768,21,4.4,7.96,180,9871063.75,25,83,0.81,0,7.02,9,6.4,40,3191203.1,119.26,5.54,47.77,28.57
650,Residential,Site_649,535,7769313.21,90709,14,7.3,7.04,571,7810862.46,2,89,0.86,1,7.9,46,6.45,36,41549.25,86.11,1.78,0.53,6.73
651,Infrastructure,Site_650,538,9293910.89,55869,4,9.4,1.29,588,9354644.29,5,77,0.8,3,9.25,11,8.29,50,60733.4,167.44,1.23,0.65,9.29
652,Residential,Site_651,577,4662637.29,64095,23,6.04,5.81,536,6756629.02,23,159,0.62,0,9.38,0,9.12,-41,2093991.73,105.42,0.75,44.91,-7.11
653,Industrial,Site_652,123,9063068.67,71910,42,8.63,1.34,104,10686475.08,10,86,0.64,4,7.61,49,7.47,-19,1623406.4,148.61,8.04,17.91,-15.45
654,Commercial,Site_653,437,8839966.01,87710,20,8.22,8.27,499,8291118.75,8,125,0.81,1,9.88,24,9.91,62,-548847.26,94.53,1.41,-6.21,14.19
655,Infrastructure,Site_654,184,3513359.31,24567,15,1.73,3.89,158,4423011.95,28,15,0.7,4,8.51,15,7.74,-26,909652.64,180.04,10.37,25.89,-14.13
656,Infrastructure,Site_655,161,8754555.94,36292,45,4.86,6.06,172,11040333.81,14,163,0.63,3,9.75,4,6.6,11,2285777.87,304.21,1.29,26.11,6.83
657,Infrastructure,Site_656,640,4068886.39,75813,29,1.17,3.52,873,3819465.51,22,84,0.75,4,9.12,18,7.86,233,-249420.88,50.38,1.03,-6.13,36.41
658,Residential,Site_657,243,3320258.11,98136,8,6.82,8.04,333,4925647.72,27,97,0.79,0,9.17,3,8.72,90,1605389.61,50.19,3.04,48.35,37.04
659,Residential,Site_658,339,6666209.26,52631,41,9.5,8.98,319,8175558.89,2,12,0.72,0,7.26,5,9.33,-20,1509349.63,155.34,13.75,22.64,-5.9
660,Residential,Site_659,527,3619621.66,10885,48,1.37,4.59,618,4473408.73,0,61,0.85,2,7.66,25,7.84,91,853787.07,410.97,0.29,23.59,17.27
661,Commercial,Site_660,207,6486983.11,60659,19,7.34,8.77,224,7862672.74,19,83,0.83,1,7.03,48,8.37,17,1375689.63,129.62,3.26,21.21,8.21
662,Residential,Site_661,395,6293402.15,55306,48,6.32,3.4,523,7970210.35,28,134,0.72,3,9.15,38,7.07,128,1676808.2,144.11,0.79,26.64,32.41
663,Residential,Site_662,357,5852669.81,67314,39,5.84,5.81,343,6195518.34,21,197,0.86,1,8.03,38,8.58,-14,342848.53,92.04,1.0,5.86,-3.92
664,Industrial,Site_663,143,4113987.19,66087,46,3.9,8.73,114,4411612.81,18,74,0.83,4,9.36,8,9.94,-29,297625.62,66.75,7.83,7.23,-20.28
665,Commercial,Site_664,325,5710747.36,30165,28,3.55,3.93,291,6891749.63,13,61,0.82,3,8.02,44,6.2,-34,1181002.28,228.47,1.7,20.68,-10.46
666,Infrastructure,Site_665,478,6166612.01,59929,46,0.45,9.59,482,8534662.02,16,85,0.79,3,9.46,13,9.55,4,2368050.01,142.41,1.46,38.4,0.84
667,Residential,Site_666,490,5684025.44,68028,27,2.18,2.1,484,5285681.81,21,151,0.6,0,7.39,47,8.25,-6,-398343.63,77.7,0.93,-7.01,-1.22
668,Commercial,Site_667,713,4721984.8,96998,4,0.15,1.16,908,5959345.63,13,98,0.84,4,7.52,8,7.01,195,1237360.83,61.44,1.09,26.2,27.35
669,Industrial,Site_668,392,639337.04,50812,15,5.81,9.14,473,884885.23,16,81,0.73,0,8.02,14,9.82,81,245548.19,17.41,1.33,38.41,20.66
670,Infrastructure,Site_669,296,6077086.22,51500,35,1.06,1.62,290,6041537.48,24,77,0.93,0,8.23,36,7.93,-6,-35548.75,117.31,2.31,-0.58,-2.03
671,Commercial,Site_670,318,2100221.66,80151,37,8.73,9.93,341,1909129.89,26,165,0.89,2,8.05,49,7.33,23,-191091.77,23.82,1.42,-9.1,7.23
672,Industrial,Site_671,667,6604471.7,59643,1,5.23,9.56,571,7183208.2,13,147,0.81,0,9.29,19,6.73,-96,578736.5,120.44,0.71,8.76,-14.39
673,Residential,Site_672,164,7713771.12,45900,3,7.0,2.23,219,9664477.57,11,124,0.69,1,7.29,7,6.98,55,1950706.45,210.56,1.69,25.29,33.54
674,Industrial,Site_673,524,5254230.44,43946,47,4.11,5.84,713,5164750.39,15,66,0.67,3,8.05,31,9.33,189,-89480.05,117.52,0.93,-1.7,36.07
675,Infrastructure,Site_674,192,5652454.82,8851,24,5.61,2.66,266,6532391.8,0,75,0.72,0,9.51,46,8.46,74,879936.99,738.04,0.44,15.57,38.54
676,Commercial,Site_675,511,9539046.32,17288,27,9.43,4.85,675,11746313.89,12,99,0.77,1,7.2,20,9.65,164,2207267.58,679.45,0.26,23.14,32.09
677,Commercial,Site_676,395,8548089.93,73692,40,0.83,1.55,357,10764864.87,5,59,0.7,4,9.83,40,6.93,-38,2216774.94,146.08,3.5,25.93,-9.62
678,Industrial,Site_677,187,9185246.9,68580,36,2.54,3.02,154,9779045.86,16,23,0.78,3,9.96,18,6.48,-33,593798.96,142.59,19.36,6.46,-17.65
679,Commercial,Site_678,424,8230779.74,8368,34,7.8,4.27,486,9383235.26,11,25,0.66,4,7.27,28,6.02,62,1152455.52,1121.32,0.69,14.0,14.62
680,Infrastructure,Site_679,524,1534724.25,86436,29,0.99,4.95,706,2097973.48,22,191,0.94,1,7.87,30,8.03,182,563249.23,24.27,0.64,36.7,34.73
681,Commercial,Site_680,536,1915422.63,97136,24,0.76,9.8,485,2805574.72,18,180,0.64,4,8.12,5,9.99,-51,890152.09,28.88,1.11,46.47,-9.51
682,Industrial,Site_681,397,5502926.07,47403,24,3.62,8.27,319,7798351.71,5,51,0.93,4,9.33,3,8.78,-78,2295425.64,164.51,2.91,41.71,-19.65
683,Infrastructure,Site_682,338,2837661.76,92170,42,0.92,7.64,433,3514643.01,6,119,0.92,4,8.79,42,7.23,95,676981.25,38.13,1.79,23.86,28.11
684,Infrastructure,Site_683,255,5028607.01,10168,4,5.85,5.83,215,5763667.07,0,31,0.78,0,8.93,28,9.51,-40,735060.06,566.84,1.53,14.62,-15.69
685,Infrastructure,Site_684,570,4246470.58,87497,3,2.26,8.56,597,4670157.8,0,77,0.85,0,9.27,41,9.13,27,423687.22,53.38,1.9,9.98,4.74
686,Commercial,Site_685,424,5719435.27,50879,34,8.96,4.05,511,5576300.33,28,28,0.75,0,7.35,2,6.06,87,-143134.93,109.6,3.56,-2.5,20.52
687,Infrastructure,Site_686,631,7595319.3,60871,49,7.84,7.38,594,7321361.82,4,75,0.82,3,9.5,0,9.27,-37,-273957.48,120.28,1.37,-3.61,-5.86
688,Commercial,Site_687,195,7297163.62,90388,23,7.0,9.94,165,9581282.19,5,176,0.72,1,9.12,43,7.2,-30,2284118.57,106.0,3.11,31.3,-15.38
689,Industrial,Site_688,652,5451724.26,99646,23,6.17,3.83,822,5756348.35,15,82,0.71,0,8.73,14,6.6,170,304624.09,57.77,1.48,5.59,26.07
690,Industrial,Site_689,170,8312737.48,33174,45,8.63,7.07,200,8751625.18,24,156,0.8,4,9.67,46,6.91,30,438887.7,263.81,1.06,5.28,17.65
691,Infrastructure,Site_690,222,4593189.87,93491,5,2.23,8.6,309,6884810.53,15,153,0.77,4,9.1,20,7.87,87,2291620.66,73.64,1.98,49.89,39.19
692,Infrastructure,Site_691,227,9018785.75,7581,31,8.73,9.24,228,9133825.55,13,63,0.8,4,7.61,45,7.7,1,115039.8,1204.83,0.53,1.28,0.44
693,Commercial,Site_692,273,1177162.57,72853,41,7.89,7.46,228,1164020.55,0,162,0.7,4,8.29,30,7.16,-45,-13142.01,15.98,1.97,-1.12,-16.48
694,Residential,Site_693,490,9569270.29,65046,6,7.48,3.55,607,9178950.63,12,121,0.73,2,8.48,6,6.69,117,-390319.66,141.11,0.89,-4.08,23.88
695,Industrial,Site_694,419,6719584.27,50678,37,5.61,3.94,466,8385256.37,19,27,0.63,3,7.17,16,9.05,47,1665672.1,165.46,4.03,24.79,11.22
696,Infrastructure,Site_695,597,4110707.83,27649,10,2.46,1.19,553,5248215.9,9,160,0.62,1,9.86,18,9.96,-44,1137508.07,189.82,0.31,27.67,-7.37
697,Residential,Site_696,158,2372964.2,89668,40,4.24,7.85,200,2655671.46,23,126,0.69,1,7.39,38,9.11,42,282707.26,29.62,3.56,11.91,26.58
698,Residential,Site_697,635,5052240.68,83325,7,7.94,1.38,585,6170038.83,9,94,0.63,0,9.09,2,7.18,-50,1117798.15,74.05,1.52,22.12,-7.87
699,Commercial,Site_698,142,2348304.07,15567,39,0.32,8.78,135,3224314.76,8,148,0.64,2,8.52,29,6.98,-7,876010.69,207.12,0.78,37.3,-4.93
700,Commercial,Site_699,539,2080150.27,81404,38,7.82,2.07,461,2893203.01,12,48,0.88,1,7.08,34,6.87,-78,813052.74,35.54,3.68,39.09,-14.47
701,Industrial,Site_700,294,6364841.7,90906,21,2.4,2.55,305,9386532.76,2,114,0.61,3,9.77,28,6.55,11,3021691.06,103.26,2.61,47.47,3.74
702,Residential,Site_701,215,5469304.88,97019,20,1.44,5.29,226,7627278.15,26,77,0.83,4,9.56,49,8.21,11,2157973.26,78.62,5.58,39.46,5.12
703,Infrastructure,Site_702,132,6865912.33,62944,3,1.16,7.64,146,8506212.17,17,34,0.7,0,8.57,13,8.42,14,1640299.84,135.14,12.68,23.89,10.61
704,Industrial,Site_703,200,9331255.84,79002,22,0.27,2.25,245,9403985.32,19,167,0.91,3,7.69,34,8.82,45,72729.48,119.03,1.93,0.78,22.5
705,Infrastructure,Site_704,272,5556472.03,29803,47,5.24,4.96,365,5333424.87,1,182,0.77,1,7.36,27,8.72,93,-223047.15,178.96,0.45,-4.01,34.19
706,Infrastructure,Site_705,184,6018854.51,19230,4,2.18,5.35,162,5613828.54,16,132,0.71,2,8.09,29,7.17,-22,-405025.97,291.93,0.9,-6.73,-11.96
707,Residential,Site_706,463,1351450.22,18862,28,9.89,2.91,385,1756771.09,27,130,0.78,0,7.77,25,7.32,-78,405320.87,93.14,0.38,29.99,-16.85
708,Industrial,Site_707,609,7317539.97,44355,12,5.74,2.04,493,10131293.26,18,70,0.73,1,8.52,6,8.73,-116,2813753.3,228.41,1.29,38.45,-19.05
709,Industrial,Site_708,449,4299099.46,32259,38,1.38,8.53,397,5181319.26,22,109,0.8,0,9.9,38,7.4,-52,882219.79,160.62,0.75,20.52,-11.58
710,Residential,Site_709,370,9778889.77,88445,36,6.89,5.52,442,9122027.12,12,60,0.64,1,8.72,30,6.85,72,-656862.65,103.14,3.34,-6.72,19.46
711,Infrastructure,Site_710,284,8320153.15,31795,47,8.98,1.13,351,10161256.15,12,107,0.95,4,9.67,4,7.5,67,1841103.0,319.59,0.85,22.13,23.59
712,Residential,Site_711,284,5463569.88,9770,41,7.45,8.23,361,7984731.79,0,146,0.75,2,8.95,34,7.09,77,2521161.9,817.27,0.19,46.14,27.11
713,Commercial,Site_712,182,1670615.21,12093,5,0.76,9.83,172,2102582.71,1,11,0.72,4,8.43,49,6.35,-10,431967.49,173.87,6.39,25.86,-5.49
714,Industrial,Site_713,150,8664450.04,47571,13,8.96,6.45,147,12005951.45,0,14,0.85,1,9.56,46,9.32,-3,3341501.42,252.38,23.12,38.57,-2.0
715,Residential,Site_714,723,8097920.41,1193,23,7.94,5.53,787,11175871.84,23,199,0.73,3,8.41,13,9.41,64,3077951.44,9367.87,0.01,38.01,8.85
716,Industrial,Site_715,140,2253558.73,18569,30,1.58,8.91,117,3288567.46,4,189,0.89,4,9.61,35,6.88,-23,1035008.73,177.1,0.84,45.93,-16.43
717,Commercial,Site_716,492,3305143.75,12190,37,0.52,9.57,574,4502059.45,23,95,0.76,3,7.87,26,6.26,82,1196915.7,369.32,0.22,36.21,16.67
718,Residential,Site_717,94,8037368.95,63824,25,5.57,7.79,130,10839359.0,2,142,0.85,1,7.39,23,8.96,36,2801990.04,169.83,3.46,34.86,38.3
719,Infrastructure,Site_718,555,2259670.24,43752,48,1.56,5.01,564,2351100.11,28,196,0.64,2,9.57,39,6.85,9,91429.87,53.74,0.4,4.05,1.62
720,Infrastructure,Site_719,693,9218648.65,33327,27,8.35,6.33,867,8628241.15,27,77,0.9,3,8.76,28,7.57,174,-590407.49,258.9,0.5,-6.4,25.11
721,Infrastructure,Site_720,623,4533010.54,43070,14,3.58,7.31,685,5487479.78,6,18,0.86,1,9.67,44,6.26,62,954469.24,127.41,3.49,21.06,9.95
722,Commercial,Site_721,494,1326870.14,86925,48,9.13,2.75,433,1293247.95,23,102,0.67,3,9.81,21,6.91,-61,-33622.19,14.88,1.97,-2.53,-12.35
723,Infrastructure,Site_722,602,8249612.11,41197,47,5.66,5.02,691,12187296.56,21,159,0.65,4,7.16,7,9.17,89,3937684.44,295.83,0.37,47.73,14.78
724,Industrial,Site_723,322,4048341.99,3261,36,1.83,8.47,315,4347736.54,12,164,0.71,1,8.5,14,9.22,-7,299394.56,1333.25,0.06,7.4,-2.17
725,Residential,Site_724,613,5501742.34,94905,39,1.4,6.89,503,7767175.65,28,147,0.94,4,8.12,48,6.83,-110,2265433.31,81.84,1.28,41.18,-17.94
726,Infrastructure,Site_725,435,1566891.27,27512,16,5.76,4.7,513,1774621.53,22,134,0.69,0,8.88,4,7.34,78,207730.26,64.5,0.4,13.26,17.93
727,Residential,Site_726,135,524548.14,7716,22,7.62,6.97,177,573811.89,29,70,0.76,1,9.38,3,6.54,42,49263.75,74.37,0.62,9.39,31.11
728,Industrial,Site_727,635,6560859.46,87795,21,7.82,2.06,639,9586039.89,27,60,0.61,3,7.84,10,6.3,4,3025180.43,109.19,2.29,46.11,0.63
729,Commercial,Site_728,167,5394164.12,29933,21,2.76,4.61,172,6030640.66,17,19,0.74,0,8.67,17,9.97,5,636476.54,201.47,9.16,11.8,2.99
730,Industrial,Site_729,162,6138616.41,5378,8,2.04,8.14,216,6962251.42,23,143,0.8,4,9.13,41,8.62,54,823635.01,1294.58,0.17,13.42,33.33
731,Industrial,Site_730,338,8040566.58,41583,49,0.17,2.98,435,7748332.73,20,71,0.93,4,7.4,48,8.17,97,-292233.85,186.33,1.35,-3.63,28.7
732,Commercial,Site_731,136,6642756.18,86371,16,6.79,2.67,167,8650648.8,6,122,0.78,3,9.44,29,9.06,31,2007892.62,100.16,4.24,30.23,22.79
733,Residential,Site_732,210,2160347.71,30033,31,0.77,9.56,199,2318709.08,0,142,0.89,0,8.82,14,9.36,-11,158361.37,77.21,1.06,7.33,-5.24
734,Infrastructure,Site_733,303,3927338.93,25000,42,4.21,2.89,407,4914524.67,4,131,0.79,2,9.85,5,9.23,104,987185.73,196.58,0.47,25.14,34.32
735,Commercial,Site_734,328,9105965.5,76868,10,6.02,3.35,292,11426265.87,16,132,0.61,3,8.02,15,6.07,-36,2320300.38,148.65,1.99,25.48,-10.98
736,Infrastructure,Site_735,145,7814474.65,43604,32,9.37,9.73,170,10405127.86,27,193,0.71,4,7.32,46,6.75,25,2590653.21,238.63,1.33,33.15,17.24
737,Commercial,Site_736,439,5788052.05,69336,34,3.12,7.61,358,7797344.75,28,196,0.8,1,8.52,39,8.62,-81,2009292.7,112.46,0.99,34.71,-18.45
738,Industrial,Site_737,196,2928627.48,96074,9,2.5,7.3,232,3539748.45,7,72,0.93,0,7.26,8,7.5,36,611120.97,36.84,5.75,20.87,18.37
739,Commercial,Site_738,137,3369574.77,96655,17,6.54,8.68,132,3701798.56,14,120,0.9,2,9.91,42,9.93,-5,332223.79,38.3,6.1,9.86,-3.65
740,Residential,Site_739,662,7453601.64,74869,11,6.19,2.04,708,10453456.7,19,98,0.68,1,7.12,33,8.66,46,2999855.05,139.62,1.08,40.25,6.95
741,Infrastructure,Site_740,426,8586155.48,6410,32,3.32,7.35,429,9323872.72,3,196,0.68,0,9.26,26,9.83,3,737717.24,1454.58,0.08,8.59,0.7
742,Residential,Site_741,115,6878534.36,84375,10,9.28,5.53,103,8285232.17,1,60,0.67,3,8.58,12,6.81,-12,1406697.81,98.2,13.65,20.45,-10.43
743,Residential,Site_742,346,8190534.77,57044,22,8.45,8.46,405,9343365.23,4,187,0.92,3,8.11,35,9.46,59,1152830.46,163.79,0.75,14.08,17.05
744,Commercial,Site_743,97,7783233.28,64315,17,2.24,5.57,128,10998074.69,0,141,0.9,0,7.2,26,7.29,31,3214841.4,171.0,3.56,41.3,31.96
745,Residential,Site_744,714,1922187.7,97055,4,2.39,6.58,982,2228106.02,24,113,0.87,2,8.87,8,9.96,268,305918.32,22.96,0.87,15.92,37.54
746,Infrastructure,Site_745,342,4527475.72,72344,48,5.12,5.3,313,5123560.97,4,132,0.74,0,8.76,4,6.63,-29,596085.25,70.82,1.75,13.17,-8.48
747,Industrial,Site_746,392,1953346.11,7796,47,7.74,5.3,482,2566490.15,5,57,0.78,1,7.84,21,8.07,90,613144.04,329.21,0.28,31.39,22.96
748,Infrastructure,Site_747,728,2734738.06,87716,25,0.44,7.91,872,3449775.43,1,41,0.76,1,9.73,30,9.17,144,715037.37,39.33,2.45,26.15,19.78
749,Infrastructure,Site_748,145,8757966.43,55245,21,6.93,6.66,145,8445728.29,25,129,0.69,3,7.91,2,7.73,0,-312238.14,152.88,2.95,-3.57,0.0
750,Industrial,Site_749,615,4992473.67,44056,37,6.48,6.7,499,6015437.94,25,188,0.78,0,8.35,29,7.87,-116,1022964.27,136.54,0.47,20.49,-18.86
751,Infrastructure,Site_750,563,5585901.97,18709,38,2.31,5.05,683,7492297.88,0,189,0.61,3,8.63,20,9.95,120,1906395.91,400.46,0.14,34.13,21.31
752,Residential,Site_751,117,2195236.67,59557,49,6.81,5.78,159,3282416.34,3,108,0.65,2,7.3,34,7.7,42,1087179.67,55.11,3.47,49.52,35.9
753,Commercial,Site_752,167,3466581.97,18543,1,9.4,7.71,196,4428517.21,6,83,0.91,1,9.8,5,8.42,29,961935.24,238.82,1.14,27.75,17.37
754,Industrial,Site_753,305,2687338.6,38418,25,0.47,8.43,323,3015666.45,21,43,0.86,4,8.12,27,6.22,18,328327.85,78.5,2.77,12.22,5.9
755,Industrial,Site_754,475,2458768.56,95611,36,3.2,7.27,529,2546524.37,25,173,0.75,4,7.24,31,9.37,54,87755.81,26.63,1.04,3.57,11.37
756,Infrastructure,Site_755,454,6560627.54,97038,17,4.38,9.32,417,9340353.22,0,79,0.78,0,8.16,41,8.59,-37,2779725.69,96.25,2.95,42.37,-8.15
757,Residential,Site_756,615,2940396.55,17724,41,8.99,8.38,768,4083443.74,0,180,0.73,0,8.8,36,7.62,153,1143047.19,230.39,0.13,38.87,24.88
758,Residential,Site_757,401,6504147.12,4828,24,9.62,6.06,500,6766613.47,7,119,0.86,4,8.54,24,6.06,99,262466.35,1401.54,0.08,4.04,24.69
759,Industrial,Site_758,96,1055318.83,18087,2,4.44,7.04,85,1076825.44,19,25,0.87,0,9.08,31,8.37,-11,21506.61,59.54,8.51,2.04,-11.46
760,Residential,Site_759,92,1846856.74,13605,40,7.5,9.34,122,2454624.17,15,68,0.87,1,7.17,34,6.05,30,607767.43,180.42,1.64,32.91,32.61
761,Commercial,Site_760,712,3108132.41,32337,15,5.32,6.57,684,3384666.8,20,190,0.85,2,7.85,21,6.0,-28,276534.39,104.67,0.25,8.9,-3.93
762,Residential,Site_761,452,6171945.71,6482,32,5.38,8.42,627,6689397.19,12,28,0.67,2,9.46,23,8.46,175,517451.48,1032.0,0.37,8.38,38.72
763,Residential,Site_762,597,6920491.83,66333,39,2.78,7.2,614,6860796.69,22,104,0.72,3,7.24,38,6.76,17,-59695.14,103.43,1.04,-0.86,2.85
764,Industrial,Site_763,363,4705811.18,93541,6,2.17,5.97,329,4980561.44,23,122,0.76,1,9.57,29,6.77,-34,274750.25,53.24,2.33,5.84,-9.37
765,Industrial,Site_764,595,4735013.69,89296,1,2.88,3.18,601,5476064.8,25,50,0.72,0,7.28,49,8.61,6,741051.11,61.32,2.97,15.65,1.01
766,Residential,Site_765,104,7382910.09,51952,47,5.56,4.83,110,9890906.81,22,90,0.86,0,9.5,31,6.21,6,2507996.72,190.39,5.25,33.97,5.77
767,Industrial,Site_766,281,650300.37,6463,23,0.29,9.71,236,716491.1,17,184,0.72,3,8.08,30,7.25,-45,66190.73,110.86,0.15,10.18,-16.01
768,Commercial,Site_767,720,3740355.23,71448,39,9.07,6.92,825,4103777.89,29,112,0.65,3,8.84,22,6.6,105,363422.65,57.44,0.77,9.72,14.58
769,Residential,Site_768,574,8277717.04,5648,17,1.56,6.08,665,8865004.11,19,63,0.74,0,7.46,39,8.32,91,587287.07,1569.58,0.13,7.09,15.85
770,Industrial,Site_769,117,6230584.4,34623,34,2.2,9.4,145,7395518.01,9,192,0.94,0,7.2,32,8.65,28,1164933.61,213.6,1.24,18.7,23.93
771,Commercial,Site_770,128,3703657.76,60156,41,5.18,6.28,104,3734701.89,11,104,0.68,1,7.65,24,8.88,-24,31044.13,62.08,5.56,0.84,-18.75
772,Residential,Site_771,362,9102485.53,36634,29,7.1,5.73,407,10844505.01,0,156,0.81,3,7.38,35,7.02,45,1742019.48,296.02,0.58,19.14,12.43
773,Industrial,Site_772,320,7839915.91,45602,9,0.96,7.83,266,10368330.61,9,71,0.75,1,7.94,23,6.36,-54,2528414.7,227.37,2.41,32.25,-16.88
774,Infrastructure,Site_773,175,3016506.75,50334,13,3.18,7.41,213,2768774.03,8,108,0.62,0,8.54,30,6.31,38,-247732.72,55.01,2.19,-8.21,21.71
775,Industrial,Site_774,563,6630253.46,69648,6,9.69,2.74,469,6006131.97,2,102,0.77,4,8.77,38,7.7,-94,-624121.48,86.24,1.46,-9.41,-16.7
776,Infrastructure,Site_775,215,6159631.92,23054,6,2.62,5.24,289,5821306.41,27,196,0.85,4,9.37,45,9.78,74,-338325.51,252.51,0.41,-5.49,34.42
777,Commercial,Site_776,626,4311285.18,71028,20,3.13,5.25,764,5265786.64,18,74,0.78,0,8.97,12,6.87,138,954501.45,74.14,1.26,22.14,22.04
778,Industrial,Site_777,234,3986082.75,23207,3,8.36,4.4,258,5631031.68,25,77,0.91,3,8.83,9,7.03,24,1644948.93,242.64,1.17,41.27,10.26
779,Infrastructure,Site_778,614,3763824.51,81650,17,0.5,5.66,653,3398472.62,8,37,0.7,4,8.24,22,6.4,39,-365351.89,41.62,3.38,-9.71,6.35
780,Infrastructure,Site_779,301,6362979.94,82554,49,4.65,4.72,264,9302656.2,9,27,0.63,3,8.42,17,8.42,-37,2939676.26,112.69,11.58,46.2,-12.29
781,Industrial,Site_780,114,4702894.4,22386,12,3.8,2.79,111,4532494.93,18,35,0.93,4,8.24,31,8.72,-3,-170399.47,202.47,5.76,-3.62,-2.63
782,Commercial,Site_781,669,8402699.58,84276,48,3.17,4.71,884,11807390.4,15,113,0.73,3,9.53,32,8.57,215,3404690.82,140.1,0.84,40.52,32.14
783,Industrial,Site_782,483,6861224.85,60518,47,2.86,1.65,648,8162887.44,23,156,0.8,4,7.69,35,9.44,165,1301662.58,134.88,0.6,18.97,34.16
784,Commercial,Site_783,156,1164350.25,53781,45,0.91,6.18,124,1508548.99,17,64,0.88,3,7.02,27,7.95,-32,344198.74,28.05,6.78,29.56,-20.51
785,Residential,Site_784,322,6581598.13,53780,1,3.15,8.68,372,7940104.42,13,128,0.71,1,8.95,15,6.54,50,1358506.29,147.64,1.13,20.64,15.53
786,Commercial,Site_785,198,3075900.65,62440,17,0.43,7.53,243,3648722.35,28,133,0.85,3,7.61,15,7.16,45,572821.7,58.44,1.93,18.62,22.73
787,Infrastructure,Site_786,235,6131713.92,45199,3,7.81,4.24,275,8590161.2,2,194,0.65,1,9.67,17,8.65,40,2458447.28,190.05,0.85,40.09,17.02
788,Industrial,Site_787,200,6961253.35,62035,26,3.98,1.78,169,9422277.96,1,143,0.7,1,9.58,7,8.45,-31,2461024.62,151.89,2.57,35.35,-15.5
789,Residential,Site_788,317,2692877.3,9210,15,4.44,2.82,295,3204635.31,0,138,0.65,0,7.23,41,8.12,-22,511758.02,347.95,0.23,19.0,-6.94
790,Infrastructure,Site_789,200,4840157.13,45363,36,8.94,5.91,190,4680342.68,17,17,0.88,1,7.32,15,8.73,-10,-159814.45,103.18,14.04,-3.3,-5.0
791,Infrastructure,Site_790,559,2308086.2,79279,32,6.58,2.86,726,2237093.56,23,60,0.68,2,8.49,10,8.55,167,-70992.63,28.22,1.82,-3.08,29.87
792,Infrastructure,Site_791,123,997219.32,61348,32,0.08,5.9,132,1377083.77,8,94,0.85,1,8.83,5,9.53,9,379864.45,22.45,4.94,38.09,7.32
793,Commercial,Site_792,712,4095526.02,56284,4,9.43,3.08,777,4986853.26,12,34,0.93,3,7.82,0,8.34,65,891327.24,88.6,2.13,21.76,9.13
794,Commercial,Site_793,458,3947970.58,73124,18,2.37,8.64,623,4693953.38,1,184,0.78,1,9.15,11,9.11,165,745982.8,64.19,0.64,18.9,36.03
795,Industrial,Site_794,684,9957064.66,69847,49,1.08,4.58,808,13027227.02,6,192,0.79,3,8.78,37,6.99,124,3070162.36,186.51,0.45,30.83,18.13
796,Industrial,Site_795,643,4740347.34,23432,19,7.68,3.21,861,6709037.05,15,92,0.76,3,7.97,27,8.71,218,1968689.71,286.32,0.3,41.53,33.9
797,Residential,Site_796,514,3668910.72,65089,43,5.0,8.31,551,4686387.3,20,102,0.71,2,7.08,44,9.61,37,1017476.58,72.0,1.16,27.73,7.2
798,Commercial,Site_797,702,6014512.56,56398,35,4.34,4.09,624,8165956.28,18,126,0.77,1,9.25,16,7.54,-78,2151443.72,144.79,0.72,35.77,-11.11
799,Commercial,Site_798,607,1343290.24,4321,40,2.5,2.0,824,1825749.48,24,147,0.81,1,7.64,0,9.12,217,482459.23,422.53,0.04,35.92,35.75
800,Industrial,Site_799,371,9635824.49,82348,14,5.47,6.13,398,10731965.72,14,65,0.95,4,9.5,31,8.9,27,1096141.23,130.32,3.18,11.38,7.28
801,Industrial,Site_800,409,6532120.43,38383,33,2.74,6.23,371,6953115.06,21,21,0.93,4,8.26,7,6.24,-38,420994.62,181.15,4.93,6.44,-9.29
802,Commercial,Site_801,532,7670959.29,79682,14,9.02,7.43,522,10591281.53,10,170,0.9,0,8.73,39,8.33,-10,2920322.24,132.92,0.9,38.07,-1.88
803,Industrial,Site_802,404,2119540.41,80190,34,2.15,3.16,335,2387253.79,0,129,0.91,3,9.62,42,6.52,-69,267713.37,29.77,1.86,12.63,-17.08
